1765719762145,position,48.7155155,2.2165077
1765719770141,position,48.7154387,2.2164151
1765719778148,position,48.7153525,2.2163388
1765719785178,position,48.7152685,2.2162712
1765719795138,position,48.7151875,2.2161852
1765719803128,position,48.7151134,2.2160919
1765719808082,seen
1765719811138,position,48.7150411,2.2159986
1765719833168,position,48.7149677,2.2159168
1765719841128,position,48.7148837,2.215838
1765719848131,position,48.7148099,2.2157467
1765719855138,position,48.7147316,2.2156661
1765719862121,position,48.7146396,2.215609
1765719869131,position,48.7145405,2.2156121
1765719876128,position,48.7144408,2.2156105
1765719884128,position,48.7143423,2.2156277
1765719890138,position,48.7142486,2.2156181
1765719897148,position,48.7141469,2.2156033
1765719904128,position,48.7140493,2.2155953
1765719910128,position,48.7139554,2.2156056
1765719917138,position,48.7138635,2.2156064
1765719925131,position,48.7137609,2.2155911
1765719932131,position,48.7136685,2.2155793
1765719939198,position,48.7135654,2.2155677
1765719946048,see
1765719946151,position,48.7134626,2.2155673
1765719953728,position,48.7133725,2.2155618
1765719960178,position,48.713276,2.215544
1765719971131,position,48.7132771,2.2154026
1765719979148,position,48.713215,2.2155206
1765719984178,position,48.7130894,2.21554
1765719989148,position,48.7129539,2.2155352
1765719994288,position,48.7128354,2.2155161
1765720002121,position,48.7127651,2.2154127
1765720010151,position,48.7127622,2.2152556
1765720022161,position,48.7127139,2.2154097
1765720027148,position,48.7126471,2.2155769
1765720032151,position,48.7125553,2.215699
1765720037138,position,48.7124625,2.2157382
1765720042138,position,48.7123256,2.2157372
1765720047148,position,48.7121947,2.2157189
1765720052288,position,48.7120753,2.2156797
1765720057131,position,48.7119736,2.2156852
1765720064137,position,48.7118809,2.2156819
1765720069158,position,48.7117828,2.2156418
1765720076041,position,48.7116744,2.2156351
1765720080128,position,48.7115672,2.2156253
1765720085159,position,48.7114428,2.2156255
1765720093568,position,48.7113306,2.2156237
1765720095971,position,48.7112216,2.2156179
1765720100201,position,48.7111155,2.2156033
1765720105201,position,48.7109995,2.2156016
1765720111538,position,48.7108882,2.2156027
1765720116288,position,48.7107753,2.2155788
1765720121398,position,48.7106631,2.2155573
1765720126481,position,48.7105354,2.2155552
1765720131568,position,48.710435,2.215508
1765720136688,position,48.710317,2.2153847
1765720141761,position,48.7102204,2.2152716
1765720184528,position,48.7101507,2.2151856
1765720189679,position,48.7100195,2.2151433
1765720194739,position,48.7099404,2.2150696
1765720201868,position,48.7098482,2.2150431
1765720207881,position,48.7097518,2.2150168
1765720216019,position,48.7096613,2.2150235
1765720224188,position,48.709561,2.2150347
1765720232351,position,48.7094653,2.215055
1765720239518,position,48.7093687,2.2150576
1765720248708,position,48.7092764,2.2150376
1765720266211,position,48.7091822,2.215025
1765720277484,position,48.7091247,2.2149077
1765720289151,position,48.7090763,2.2147802
1765720298121,position,48.7090581,2.2146397
